word_count,avg_sentence_length,punctuation_count,cap_word_count,title_words_count,review_rating,word2vec_prob,helpfulness_rate
149,16.55555556,0,8,5,3,0.57127026,0.25
99,24.75,0,4,8,5,0.577798655,0.954545455
104,26,1,7,7,5,0.573281206,0.8
150,25,0,10,3,3,0.568692558,0.8
52,13,0,2,3,5,0.574965518,0.857142857
256,17.06666667,5,11,2,5,0.572157732,0.555555556
215,14.6,4,14,8,5,0.571920165,0.964285714
228,19.16666667,1,2,11,5,0.576715883,0.8
245,22.45454545,1,14,3,5,0.572926729,0.833333333
29,9.666666667,0,0,3,2,0.574977825,0.2
41,7,0,6,2,1,0.56726236,0.888888889
74,24.66666667,0,3,6,1,0.569732313,0.857142857
135,19.28571429,0,6,5,3,0.572257522,1
67,16.75,0,1,7,4,0.570850265,0.555555556
87,12.85714286,9,3,2,1,0.572728604,0.285714286
83,13.83333333,0,2,3,5,0.57034625,1
129,43.66666667,0,7,6,5,0.57203697,0.9
489,15.15151515,4,20,9,3,0.577079809,0.882352941
42,8.6,1,7,7,1,0.566059139,0.625
102,17.16666667,0,4,5,5,0.578911267,0.842105263
96,24.25,0,4,3,4,0.578061603,0.9
590,16.16216216,6,22,8,5,0.575953999,0.941176471
41,10.25,1,0,3,5,0.579275004,0.8
39,20,1,0,3,3,0.581410615,0
126,21,0,3,7,5,0.579350156,1
70,11.83333333,0,2,5,5,0.577962296,1
91,18.2,0,1,6,5,0.578590364,0.9
565,18.96666667,0,24,1,1,0.5707337,0.066666667
172,15.72727273,1,13,5,1,0.570823164,0.341463415
239,24.4,0,6,11,5,0.579778927,1
124,15.5,0,6,5,1,0.570279239,0.125
306,13.04166667,3,2,9,5,0.57761206,0.644444444
265,19.35714286,0,6,10,4,0.570849829,0.8
130,18.85714286,0,9,8,2,0.570316686,0.928571429
197,15.23076923,1,13,3,5,0.574623594,0.75
156,12,3,17,12,1,0.569283981,0.857142857
149,12.5,0,7,12,1,0.568642242,0.111111111
30,10,0,5,3,1,0.56721127,0.379310345
272,19.71428571,2,10,7,5,0.57832437,0.75
239,18.69230769,1,5,1,5,0.571806374,0.870967742
48,12,0,1,3,3,0.575509043,0.863636364
110,36.66666667,0,6,2,5,0.573458553,0.875
654,21.93333333,2,13,6,1,0.570980013,0.88
293,24.75,2,14,1,5,0.573256818,0.833333333
20,20,0,0,4,5,0.572632671,0.428571429
180,15.25,0,10,2,5,0.573539981,0.833333333
162,27.5,2,6,2,5,0.573539405,0.714285714
183,20.66666667,0,3,6,3,0.573015569,0.833333333
301,23.61538462,5,7,10,5,0.574139826,0.857142857
421,17.70833333,1,26,5,4,0.574924389,0.857142857
182,20.77777778,0,6,7,5,0.575221856,1
36,18,1,3,4,5,0.573486412,0.4
38,19,0,0,3,5,0.574964052,0.2
537,23.60869565,0,29,11,3,0.573831201,1
42,8.4,0,0,5,1,0.568064871,0.384615385
188,19,1,1,4,5,0.578753066,1
177,18,0,3,7,5,0.57740859,1
158,17.55555556,0,6,6,2,0.570839219,0
259,23.81818182,0,11,3,5,0.577402201,1
80,11.57142857,0,6,2,4,0.572416886,0.2
116,6.736842105,22,7,4,5,0.57512269,1
32,11,3,2,8,5,0.573973466,0.944444444
112,11.8,1,8,7,5,0.573802473,1
33,16.5,0,3,8,3,0.573916735,0.25
140,17.75,0,4,3,5,0.581170666,0.909090909
429,17.44,2,8,5,5,0.577207965,0.923076923
113,16.28571429,5,5,2,5,0.57674916,1
46,7.666666667,0,0,2,5,0.572769767,0.8
151,13.33333333,3,10,9,5,0.574730078,1
126,16,0,2,4,4,0.576616374,0.363636364
83,13.83333333,0,5,8,5,0.566505245,0.8
104,20.8,0,4,5,1,0.576562195,1
13,6.5,1,0,6,1,0.576483338,0.714285714
167,14.16666667,2,28,5,1,0.568942065,0.988505747
87,8.272727273,1,3,5,1,0.574674744,1
88,9.888888889,2,8,5,4,0.571452559,0.714285714
17,3.6,0,1,6,5,0.572224552,1
91,10.11111111,3,6,5,5,0.577968389,0.8
31,10.33333333,1,1,6,1,0.568318539,0.032258065
52,7.571428571,1,5,4,3,0.573240331,0.884615385
652,20.15151515,0,18,2,3,0.579335896,1
111,13.875,0,6,4,1,0.573209195,0.8
133,11.33333333,5,15,4,5,0.577295331,1
53,10.6,2,2,5,1,0.571172416,0.25
22,7.333333333,1,1,3,1,0.564102214,0.833333333
68,13.6,0,0,6,1,0.575384429,0.666666667
159,10.6,0,7,4,2,0.572502852,1
58,19,0,3,7,5,0.580799293,1
339,20.29411765,2,19,7,5,0.575239007,1
135,16.875,0,10,7,5,0.575368163,1
113,10.54545455,6,6,10,2,0.571928723,1
466,16,0,7,1,1,0.578880721,0.866666667
194,16.33333333,0,1,2,5,0.57382188,1
330,25.61538462,0,7,4,1,0.579341078,0.4
89,12.85714286,0,3,4,5,0.575816553,0.909090909
40,20,0,2,2,5,0.579442339,1
136,13.6,1,3,8,5,0.580617884,0.833333333
74,9.375,1,1,6,2,0.571648488,0.6
78,11.42857143,1,1,7,5,0.576790981,1
205,20.6,0,1,6,5,0.581698279,1
987,24.95,2,10,7,3,0.578991941,1
56,18.66666667,0,4,2,4,0.581613421,0.52173913
67,13.6,0,2,5,1,0.5766846,0.5
34,17,1,0,9,5,0.575229035,1
64,16,0,0,3,5,0.575040729,1
135,10.61538462,0,4,15,1,0.575813096,0.156862745
198,15.38461538,3,14,6,5,0.573828972,1
51,12.75,0,0,6,5,0.57421313,1
839,18.0212766,2,18,9,5,0.576368521,0.75
130,14.77777778,0,7,4,2,0.57535742,0.333333333
21,5.5,0,1,1,5,0.564958552,0.6
82,27.33333333,0,2,8,5,0.572140013,0.75
153,14.27272727,0,7,1,2,0.57109732,0.823529412
47,11.75,0,2,2,5,0.558035801,0.375
69,23,0,1,6,5,0.578672994,0.839506173
108,13.5,0,6,3,3,0.574787766,0.6
44,11,0,1,1,1,0.571039983,0.434782609
32,10.66666667,0,0,7,5,0.571626051,1
108,21.6,0,2,5,5,0.578826596,0.428571429
90,12.85714286,2,0,3,5,0.577051865,0.666666667
89,17.8,0,0,4,5,0.579269587,0.571428571
27,13.5,0,0,2,4,0.581040438,0.85
145,18.25,2,5,5,5,0.574534046,0.909090909
75,15,1,1,5,5,0.580312672,0.555555556
71,14.2,0,2,1,5,0.57711048,0.75
144,18,0,4,6,4,0.578883783,0.888888889
114,22.8,0,3,3,5,0.577015704,0.851851852
154,15.6,1,6,14,5,0.577936999,0.444444444
15,15,0,1,2,5,0.572822842,0.555555556
138,15.33333333,1,7,3,1,0.571889952,0.473684211
37,18,1,3,2,5,0.578057363,0.714285714
60,15.25,0,0,6,5,0.577158719,0.929032258
36,9.25,0,4,4,1,0.568379562,0.25
102,20.6,0,1,17,1,0.578809072,0.173913043
46,15.33333333,0,2,12,3,0.571808097,0.8
92,18.4,0,1,8,5,0.575774206,0.921787709
457,21.80952381,0,10,10,5,0.575377201,0.821428571
516,16.28125,5,22,6,5,0.576867287,0.636363636
87,29,0,2,7,5,0.576191731,0.666666667
70,17.5,1,0,2,1,0.576188106,0.109375
57,28.5,0,0,2,5,0.584976932,0.75
80,16,0,4,8,5,0.575621845,0.777777778
116,19.33333333,1,3,6,1,0.573712661,0.675
117,9.461538462,1,3,4,4,0.573518461,0.8
43,14.33333333,0,2,4,5,0.574508654,0.571428571
113,16.14285714,0,0,6,1,0.579593151,0.230769231
385,16.73913043,0,12,9,5,0.57669279,0.75
260,14.05263158,0,17,12,1,0.573786297,0.3
246,24.8,1,5,6,1,0.580214434,0.15
106,15.28571429,0,1,6,1,0.575887233,0.136363636
77,19.25,0,6,4,5,0.582477667,0.6
144,14.5,0,13,2,1,0.573825893,0.476190476
49,12.25,0,0,1,5,0.574230033,0.777777778
28,9.333333333,0,2,2,5,0.576642624,0.571428571
16,16,1,0,6,5,0.584734672,0.722222222
145,29,1,0,3,2,0.579504156,0.21875
70,10,5,3,3,5,0.572871481,0.666666667
16,5.666666667,0,1,1,5,0.575485193,0.833333333
33,11,1,2,2,5,0.574302517,0.571428571
46,9.2,0,0,1,1,0.578367713,0.210526316
107,21.6,0,2,9,5,0.581020728,0.722222222
68,17,0,3,2,5,0.574369041,0.8
38,12.66666667,0,0,3,5,0.578705991,0.5
45,11.25,1,3,4,5,0.57282679,0.8
240,22.27272727,5,10,8,5,0.575340713,0.692307692
53,13.25,0,3,1,1,0.574832341,0.625
23,11.5,0,2,12,5,0.580514209,0.2
80,26.66666667,0,8,10,5,0.573786766,0.5
219,16,0,4,6,5,0.57828059,0.8
84,17.6,0,4,4,5,0.574143441,0.625
26,13,0,0,2,5,0.584547811,0.8
43,22,0,0,3,5,0.573856313,0.6
65,11.16666667,0,1,5,1,0.573860884,0.164383562
30,15,0,2,7,2,0.570251633,0.25
162,23.28571429,0,7,7,5,0.572676541,0.909090909
113,10.36363636,0,6,6,5,0.574576044,0.826086957
84,16.8,0,1,5,5,0.574196704,0.875
1044,25.30952381,0,27,6,1,0.579319377,0.166666667
260,17.6,1,10,3,5,0.575516993,0.955
39,39,0,0,5,1,0.580602525,0.071428571
47,15.66666667,2,0,10,5,0.574371588,0.555555556
23,11.5,0,0,9,5,0.57493505,0.714285714
67,22.66666667,0,2,5,1,0.574357226,0.076923077
98,16.33333333,1,6,3,5,0.575249933,1
54,9.333333333,0,3,8,5,0.575359235,1
61,12.6,0,0,6,5,0.579763517,0.909090909
32,11,0,1,4,1,0.574182136,0.1
38,9.5,0,1,5,1,0.573164007,0.3
226,10.13043478,4,5,2,1,0.572063332,0.636363636
26,9,2,1,2,5,0.5752166,0.933333333
906,26.14285714,4,37,5,2,0.573686981,0.636363636
211,16.53846154,1,3,3,5,0.57709021,0.857142857
376,16.2173913,0,14,7,5,0.574268473,0.967741935
446,10.27272727,0,24,3,2,0.573158425,0.4
64,12.8,1,1,6,5,0.575108698,1
395,16,0,17,6,4,0.575777206,1
367,14.88,0,4,6,2,0.578265531,1
95,23.75,1,95,4,1,0.534018495,0.166666667
251,14.88235294,5,37,7,4,0.566988891,0.125
110,15.71428571,1,4,6,5,0.577381233,0.7
88,22,0,3,2,5,0.57545822,0.9
132,14.66666667,0,3,6,5,0.572998045,0.9375
94,13.57142857,0,94,4,4,0.540566315,0.714285714
45,22.5,0,1,3,5,0.577780172,0.833333333
279,14.05,1,4,6,5,0.575757321,0.923076923
302,17,0,7,3,3,0.576486325,0.88
418,14.5862069,1,3,4,4,0.576420399,1
59,14.75,0,1,2,5,0.5768424,1
50,12.5,0,1,15,5,0.582408207,0.944444444
30,7.5,0,3,1,5,0.570197787,1
218,14.5625,0,7,5,5,0.576778127,1
157,17.66666667,0,2,8,5,0.580831469,1
36,12.66666667,0,0,5,2,0.579233016,0
118,20.5,0,9,11,1,0.570506126,0.625
123,12.4,0,3,4,4,0.570139794,0.774193548
176,22.375,5,15,6,5,0.572655141,0.666666667
133,22.33333333,1,4,2,3,0.576917705,0.6
363,11.90322581,1,11,5,3,0.57222707,0.2
110,12.22222222,0,2,5,5,0.573900844,0.875
190,24,0,7,3,5,0.574426163,1
31,7.75,1,2,2,5,0.565802907,0
107,17.83333333,0,1,1,5,0.57603863,1
43,21.5,0,0,3,4,0.571029374,0.6
351,22.1875,0,8,7,4,0.573490806,0.966666667
36,12,2,1,5,5,0.575018195,0.666666667
158,16.1,0,1,7,5,0.576975645,1
684,24.82142857,2,10,6,4,0.57963106,1
97,16.16666667,0,5,2,3,0.572389299,0.333333333
183,20.33333333,0,6,6,1,0.577041988,0.111111111
383,13.03333333,7,7,12,5,0.576690858,0.846153846
206,34.33333333,0,0,6,3,0.58000359,0.8
73,10.85714286,7,9,7,3,0.574379175,0.166666667
31,8.5,2,3,6,3,0.569869126,0.4
125,15.875,3,12,7,4,0.574122294,0.888888889
112,28.5,0,3,5,1,0.57493759,0.833333333
631,21.03333333,3,21,17,5,0.575983284,0.928571429
217,11.68421053,14,26,12,2,0.569226467,0.95
56,11.2,1,1,5,5,0.580283223,1
105,10.6,3,9,5,5,0.570411937,0.857142857
66,22.33333333,0,5,6,5,0.569628925,0.833333333
95,15.83333333,0,2,3,4,0.575629584,1
119,24.4,1,3,4,3,0.572972804,1
189,17.18181818,0,6,3,1,0.572752371,1
144,11.30769231,4,5,8,3,0.572041417,0.571428571
252,21.08333333,1,14,6,3,0.572545047,0.285714286
161,13.66666667,0,8,5,1,0.569734326,0.5
78,11.14285714,3,3,4,5,0.573580246,1
287,14.6,3,8,8,5,0.573682713,1
78,12.83333333,9,7,9,4,0.573010243,1
16,8,0,2,6,1,0.560946553,0.285714286
70,8.875,5,0,5,2,0.5754126,0.5
35,8.75,0,1,3,3,0.572446473,0.6
25,5,1,0,8,5,0.575138693,0.8
84,10.5,1,2,3,4,0.574106577,1
186,27.28571429,0,1,6,4,0.581027754,1
31,10.33333333,0,0,3,5,0.583393345,0.7
36,9,0,4,2,1,0.56588048,0.333333333
878,16.37037037,8,618,5,5,0.562788128,0.923611111
38,7.166666667,13,3,3,5,0.570567221,0.692307692
38,19,0,5,2,5,0.567819035,0.666666667
113,14.125,0,5,5,1,0.576409847,0.8
35,12,0,0,5,4,0.572918247,0.5
34,17,0,3,3,3,0.575308786,0
34,17,0,1,2,1,0.564077748,0.8
53,13.25,0,3,2,5,0.572160233,0
694,30.34782609,0,5,10,4,0.577528288,1
50,12.5,1,1,12,1,0.569772593,0.777777778
72,9.125,2,4,6,5,0.571259364,0.636363636
120,12,2,5,6,1,0.569673667,0.875
63,13.2,2,5,7,1,0.579357341,0.8125
235,19.66666667,2,5,10,4,0.576609346,1
255,25.8,0,1,4,4,0.580471261,1
131,18.85714286,0,2,4,1,0.579149814,0.066666667
200,12.625,2,21,10,5,0.569945461,0.944444444
249,25,7,10,5,5,0.578023634,0.666666667
160,20.25,0,15,5,4,0.574531355,0.875
125,17.85714286,0,1,7,4,0.581322819,0.857142857
142,20.42857143,0,1,4,5,0.579948466,0.9
115,14.625,0,1,3,5,0.582038148,1
63,21,0,0,6,2,0.576400398,0
175,10.11764706,8,13,8,2,0.569588401,0.823529412
166,10.4375,0,11,4,5,0.574761054,0.916666667
290,14.5,2,6,9,3,0.575311938,1
99,12.375,0,9,3,5,0.569972687,1
538,18.72413793,2,14,5,1,0.574213041,0
31,10.33333333,0,2,6,3,0.578233351,0.142857143
105,10.5,0,6,1,4,0.57111126,0.9375
199,20.2,0,9,6,5,0.572306798,0.888888889
109,18.5,1,2,7,5,0.582728237,0.916666667
65,9.428571429,4,4,4,5,0.572993573,0.714285714
621,16.86486486,3,11,13,4,0.578578844,0.982142857
74,8.1,0,52,5,5,0.539215447,0.777777778
183,16.81818182,0,9,8,5,0.577618365,0.727272727
332,12.62962963,6,22,4,5,0.570399837,0.625
534,20,4,15,10,5,0.57950426,0.952380952
213,30.42857143,0,5,3,5,0.580464992,1
72,14.4,0,1,5,5,0.579511799,0.8
81,16.2,1,5,3,3,0.571632595,0.833333333
25,12.5,0,2,3,4,0.571973301,0.375
112,22.6,0,2,3,1,0.577047564,0.772727273
37,18.5,0,1,6,1,0.571556639,0.75
37,12.33333333,1,4,3,1,0.574878526,0.75
438,25.88235294,2,24,6,1,0.576372174,0.818181818
265,20.61538462,0,3,3,1,0.578901601,0.888888889
33,8.5,0,0,2,5,0.571388644,0.818181818
148,21.42857143,0,4,2,4,0.579764604,1
93,8.454545455,0,2,2,5,0.575328784,0.75
32,8,1,1,1,1,0.568602697,0.653846154
99,20.2,0,4,7,1,0.571497437,0.788461538
443,31.78571429,2,0,7,3,0.579797105,0.86
151,16.77777778,0,6,2,1,0.572256911,0.580645161
64,16,0,1,8,3,0.5802226,0.888888889
32,6.6,1,31,7,5,0.544268601,0.133333333
375,21,1,5,3,4,0.579764097,0.933333333
21,10.5,0,1,5,5,0.576508914,0.3
69,9.714285714,0,2,5,4,0.576569983,0.727272727
303,23.61538462,1,22,8,5,0.581079352,1
117,19.5,0,0,6,5,0.578255601,0.8
278,15.66666667,1,17,9,4,0.57526525,0.952380952
100,20,0,5,4,5,0.578322779,0
72,18,0,0,3,4,0.581029542,1
403,40.3,0,2,6,5,0.578309562,0.957446809
20,20,0,1,4,1,0.572600987,0
269,11.52173913,4,30,6,5,0.570319981,0.470588235
354,18.94736842,0,5,8,3,0.577566308,0.235294118
78,15.6,0,0,2,1,0.574318911,0
70,11.66666667,1,10,6,5,0.567720412,0.8
92,18.4,0,2,4,4,0.582364443,0.666666667
187,19.1,0,2,6,3,0.577884991,0.666666667
133,16.875,1,0,2,4,0.578050508,0.888888889
43,14.33333333,0,3,1,5,0.573407707,1
179,18.2,0,2,4,5,0.579054159,1
50,6.75,3,3,8,5,0.575117958,0.8
288,10.06666667,0,25,3,4,0.577434246,1
167,24.28571429,1,5,19,2,0.572348379,0.380952381
299,16.88888889,1,16,8,5,0.573908053,1
110,11,0,8,3,1,0.578850491,0.526315789
22,5.5,5,2,2,5,0.57669355,0.636363636
134,14.88888889,0,3,4,5,0.575592448,0.916666667
213,17.75,1,5,3,3,0.575284583,0.818181818
123,15.25,2,6,7,2,0.5783659,0.571428571
48,24,0,4,2,3,0.569494895,0.416666667
209,12.52941176,1,3,4,5,0.574599803,0.894736842
85,17.4,0,4,3,5,0.576751268,1
190,27.14285714,0,9,12,5,0.577371106,0.957446809
70,17.5,0,2,5,4,0.575031102,1
24,12,0,0,1,2,0.579791996,0.296296296
189,13.5,11,6,1,3,0.570581455,0.6
61,15.25,0,1,1,5,0.580517917,1
23,11.5,0,1,1,1,0.562630738,0.166666667
123,12.4,0,4,2,4,0.577147039,0.916666667
69,9.714285714,1,1,4,4,0.581178264,0.1875
131,21.83333333,0,3,4,2,0.577038119,0.6
124,17.71428571,4,1,1,5,0.580573658,1
109,13.625,7,5,2,1,0.569847178,0.6
140,20.42857143,1,3,6,4,0.579997789,1
87,9.666666667,5,4,5,1,0.573202802,0.473684211
44,11,0,44,2,5,0.537507027,0.444444444
135,15,0,4,6,5,0.575478518,1
145,16.22222222,1,0,5,5,0.579669279,0.8
123,17.57142857,3,3,7,4,0.578129547,0.75
200,18.27272727,1,4,7,5,0.580025134,0.875
273,15.16666667,0,5,2,3,0.574824484,0.826086957
160,16.3,0,12,5,5,0.576809173,0.909090909
181,30.16666667,0,12,5,4,0.579238542,0.8
50,10,0,4,4,5,0.575288905,0.4
61,15.25,0,2,4,4,0.57142079,0.25
122,20.66666667,0,4,2,1,0.578672825,0.081081081
125,11.36363636,0,4,9,4,0.57135761,1
238,21.72727273,0,16,4,3,0.576738506,1
37,18.5,0,0,1,5,0.584843116,0.2
275,34.75,2,5,11,4,0.576181648,0.235294118
136,15.11111111,0,8,4,3,0.576040794,1
230,15.13333333,3,5,6,5,0.578444077,1
25,25,0,4,8,5,0.56643654,0.6
131,13.3,0,4,1,2,0.575451675,0.65625
72,24,0,7,1,5,0.574822507,0.971428571
67,13.6,0,3,4,1,0.574509985,0.285714286
96,24,0,2,5,5,0.578951332,0.958333333
77,77,0,0,5,5,0.582896292,0.538461538
111,22.2,0,2,7,5,0.580804735,0.948717949
629,20.48387097,0,8,6,5,0.58087055,0.984126984
211,19.18181818,0,5,3,5,0.576457917,0.983333333
173,24.71428571,0,2,2,4,0.580397939,0.857142857
102,20.4,1,0,3,4,0.583234191,0.714285714
385,21.55555556,2,3,8,1,0.580265598,0.35
985,31.96774194,0,18,12,4,0.581618623,0.6
125,20.83333333,1,0,6,3,0.579576931,0.214285714
54,11.2,1,2,10,1,0.5700607,0.176470588
436,22,0,1,4,2,0.577692032,0.277777778
150,25,0,0,5,4,0.58514585,0.666666667
39,20,6,0,2,1,0.569045566,0
67,16.75,0,0,3,3,0.578720313,0.571428571
118,23.8,0,5,3,3,0.575475607,0.846153846
343,12.57142857,1,5,6,4,0.578566932,0.869565217
70,8.75,0,3,2,4,0.573269678,0.714285714
170,15.72727273,0,8,3,5,0.576166757,0.857142857
23,7.666666667,0,1,3,3,0.5739658,0.2
23,7.666666667,0,0,3,1,0.567089751,0.142857143
168,21,0,11,6,5,0.570170546,0.964912281
505,28.38888889,6,4,10,4,0.57828507,0.666666667
64,16.25,0,1,9,5,0.578192976,1
224,37.83333333,2,12,2,4,0.578738731,0.882352941
586,23.52,0,2,10,3,0.581496876,0.818181818
225,12.05263158,0,2,2,2,0.578504193,0
580,38.93333333,0,5,6,5,0.581016401,1
154,17.22222222,1,6,4,5,0.580440672,1
888,19.19148936,3,32,1,5,0.577689254,1
329,20.8125,4,7,8,5,0.578589844,0.951612903
426,16.65384615,0,5,7,5,0.58024047,1
257,18.5,0,2,5,5,0.579641971,1
156,17.33333333,1,2,3,5,0.578812001,1
88,14.66666667,0,3,8,5,0.572673895,1
90,15,0,3,14,1,0.578110037,0.111111111
126,21.16666667,2,10,4,5,0.573460863,1
84,42,0,2,4,3,0.578394189,0.538461538
95,19.4,1,4,5,5,0.57855663,1
15,7.5,0,1,4,4,0.563884224,0.888888889
87,21.75,1,3,4,5,0.574363876,0.857142857
91,31,0,11,8,2,0.57400324,0.904761905
248,21,1,2,6,4,0.577950942,0.888888889
166,18.55555556,0,4,4,3,0.573856879,0.138888889
118,23.6,1,4,2,5,0.575428943,0.970588235
166,23.71428571,0,9,3,5,0.576089497,1
123,12.3,5,8,8,5,0.568435384,0.666666667
83,13.83333333,3,2,5,5,0.577521732,0.8
283,16.70588235,1,6,12,3,0.576814904,1
82,9.555555556,0,7,5,1,0.571761275,0.818181818
46,9.2,0,2,4,1,0.57323059,0.833333333
138,17.375,0,12,12,4,0.57068238,0.833333333
194,13.85714286,0,14,2,4,0.572647899,0.941176471
847,25.29411765,0,34,9,5,0.576975771,0.96
119,15,0,6,6,5,0.574646897,0.888888889
116,8.428571429,5,13,5,5,0.574217791,1
49,12.5,0,1,5,5,0.577753026,0.9375
37,18.5,0,3,2,1,0.571915856,0.454545455
92,6.615384615,3,13,6,5,0.568005947,1
487,15.375,0,12,3,4,0.578150939,1
90,8.272727273,3,2,8,2,0.577362766,0.9
284,12.60869565,1,18,5,1,0.572241237,0.625
319,35.66666667,0,3,7,3,0.579796354,0.722222222
17,9,0,1,1,2,0.571595887,0.333333333
119,17.42857143,2,1,4,5,0.578202478,0.933333333
517,18.96428571,4,10,2,4,0.5765953,1
107,22.2,0,1,2,1,0.570338127,0.166666667
24,8.333333333,0,0,5,5,0.570919649,0.833333333
479,23.23809524,0,23,6,4,0.579030047,0.923076923
210,6.59375,2,17,5,5,0.57358674,0.333333333
79,9.222222222,1,8,20,5,0.568108245,0.571428571
96,16.33333333,0,2,7,4,0.575108909,0.941176471
31,16,0,0,3,2,0.560008792,0.1
126,10.66666667,1,4,9,1,0.575588658,0.761904762
192,21.33333333,0,4,7,4,0.572185554,1
97,12.25,10,10,1,5,0.572151912,1
187,14.76923077,1,5,3,5,0.577211788,0.090909091
183,15.66666667,1,3,3,3,0.575865803,1
90,11.25,0,2,6,5,0.573619255,0.2
64,10.83333333,0,4,4,1,0.570170699,0.1
391,14.59259259,15,15,5,5,0.570235791,0.666666667
124,20.66666667,0,8,7,5,0.56942981,0.909090909
46,9.2,0,2,2,2,0.574480246,0.214285714
970,17.1754386,2,22,6,5,0.577056292,0.866666667
10,10,0,0,5,5,0.578521921,0.2
70,6.636363636,1,13,9,5,0.568618013,1
148,6.826086957,15,13,3,5,0.571138536,1
139,19.85714286,0,8,3,5,0.571665821,0.923076923
107,13.375,0,16,12,5,0.567282998,1
141,8.529411765,9,11,1,5,0.566982913,0.666666667
373,12.19354839,11,14,6,5,0.575262645,1
106,10.7,2,9,3,3,0.57142824,1
188,26.85714286,1,1,3,3,0.581218566,0.833333333
34,11.33333333,0,1,2,3,0.571992239,0
891,25.77142857,1,21,8,4,0.577789977,1
458,17.96153846,1,3,6,4,0.579831404,1
325,18.82352941,0,13,3,4,0.577455044,0.952380952
74,18.5,0,1,5,5,0.579634461,1
68,17,1,9,9,1,0.562682777,0.2
257,25.8,0,2,3,4,0.582078339,1
58,14.5,0,0,5,5,0.579910173,0.5
84,14.33333333,1,0,3,4,0.580024214,0.8
888,21.85365854,41,39,8,1,0.574195219,0
179,17.9,2,4,4,1,0.573750433,0.294117647
305,14.09090909,7,15,6,5,0.571938538,0.4
964,12.66666667,9,60,12,3,0.57223812,0.75
85,14.5,0,4,3,2,0.573448972,0.166666667
319,15.42857143,4,8,1,5,0.576784194,0.8
954,18.8627451,2,12,4,3,0.577384322,0.875
284,22.07692308,0,7,3,4,0.577838878,0.833333333
248,11,3,19,7,5,0.569961077,0.8
263,16.75,2,4,1,3,0.573483169,0.4
693,25.88888889,0,26,8,5,0.57790429,0.833333333
216,12.5,3,10,5,5,0.577213079,0.777777778
188,38,0,5,3,4,0.581381936,0.884615385
484,24.55,3,11,8,2,0.575782926,0.285714286
32,11.33333333,1,1,7,5,0.572779421,0.4
349,175,0,38,6,4,0.577972578,0
54,13.5,3,4,3,1,0.562879397,0.117647059
52,10.4,0,2,1,1,0.571237022,0.047619048
71,18.5,0,9,5,5,0.569234744,0.761904762
66,22,0,2,3,4,0.57538783,0.4
163,16.3,1,1,5,1,0.572276987,0.363636364
81,20.25,0,1,5,2,0.572975732,0.375
137,23,0,0,4,5,0.581624342,0.666666667
36,12,0,1,3,3,0.575590361,0.166666667
20,7,1,0,2,5,0.571555122,0
294,15.63157895,4,2,3,5,0.576790754,1
182,30.83333333,0,3,4,5,0.579212972,0.875
40,40,0,1,7,2,0.570854648,1
228,23,0,8,3,5,0.575073709,0.777777778
87,12.42857143,4,4,4,1,0.573141616,0.461538462
963,21.08695652,1,12,2,5,0.577947219,0.875
238,30,0,8,8,4,0.582442667,0.896551724
55,11.4,0,2,11,1,0.57492613,0
89,22.25,0,4,8,5,0.576354143,0.8
204,22.88888889,0,0,6,1,0.577706946,0.178571429
103,14.71428571,4,4,6,4,0.580293249,0.777777778
286,14.19047619,3,4,9,2,0.577459757,0
37,18.5,0,1,3,4,0.577688578,0.863636364
340,14.03846154,0,16,12,1,0.574484924,0.703703704
100,8.818181818,0,14,5,1,0.566368788,0.090909091
166,15,1,10,5,4,0.573804538,0.896551724
24,12,0,0,7,1,0.567233659,0
83,11.85714286,0,6,4,1,0.566625748,0.3
563,9.733333333,1,17,12,3,0.573959167,0.833333333
72,24,0,4,1,5,0.570666617,0.864864865
426,18.65217391,0,5,8,1,0.57583221,0.636363636
54,13.5,0,3,7,5,0.57637794,0.3
60,60,0,2,4,5,0.576584932,0.4
193,16.66666667,5,6,5,5,0.575282274,1
56,18.66666667,1,1,4,5,0.573352464,0.857142857
248,50,0,30,4,5,0.576844782,0.862068966
35,11.66666667,0,1,3,1,0.562590075,0.2
51,7.285714286,1,1,5,1,0.570203422,0.2
159,13.25,7,3,5,4,0.577116984,0.892857143
63,10.5,0,1,2,1,0.565286202,0.416666667
147,21.14285714,1,6,6,1,0.571186522,0.285714286
38,7,5,38,1,5,0.538774886,0.5
88,12.71428571,0,1,9,1,0.576423437,0.25
166,16.6,0,6,3,2,0.574285422,0.6
103,9.083333333,1,1,7,5,0.570288479,0.875
55,13.75,0,0,2,4,0.572064603,0.833333333
117,16.85714286,1,0,8,1,0.57373354,0.4
18,3.142857143,2,0,2,1,0.564828192,0.19047619
24,8,1,1,5,4,0.570938377,0.583333333
116,19.33333333,0,5,6,5,0.573550482,0.882352941
21,7,0,2,7,5,0.563991107,0.9
332,16.85,2,9,4,2,0.577842047,0.615384615
40,13.33333333,0,40,1,5,0.545644971,0.2
20,20,0,2,1,4,0.568273677,1
124,20.66666667,1,4,6,4,0.568175119,0.714285714
745,18.95,6,7,3,5,0.577167674,0.928571429
114,11.5,0,0,3,2,0.577341423,0.090909091
76,11,2,1,9,4,0.578271638,0.777777778
229,14.4375,1,2,8,4,0.578571943,0.962962963
128,16.25,1,3,3,4,0.579058416,0.866666667
94,15.66666667,0,2,10,5,0.574570212,0.727272727
